_id,id,name,description,flash_time,flash_yellow,operation_type,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
154,1046132809,TS253,Dallas Ave - Reynolds St,24 Hr stop and go,S DALLAS AVE,Semi Actuated,Point Breeze,8,14,42003140600,3,14,4,2-17,40.4487689,-79.91016129
155,343769548,TS254,Dallas Ave - Thomas Blvd,24 Hr stop and go,THOMAS BLVD,Fixed,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45322974,-79.90693572
156,1511921944,TS255,Dallas Ave - Wilkins Ave,24 Hr stop and go,S DALLAS AVE,Fixed,Point Breeze,9,14,42003140400,3,14,4,2-18,40.44685123,-79.91162423
157,1041996339,TS256,Darlington Rd - Murray Ave,,MURRAY AVE,Fixed,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43698195,-79.92293055
158,1980836391,TS257,Darragh St - Fifth Ave - Mckee Pl,24 Hr stop and go,FIFTH AVE,Fixed,Central Oakland,3,4,42003040500,3,4,4,2-14,40.44046791,-79.96027767
159,1342515581,TS258,Desoto St - Fifth Ave - Oakland Ave,24 Hr stop and go,FIFTH AVE,Fixed,West Oakland,8,4,42003040200,3,4,4,2-14,40.4422237,-79.95811006
160,464172533,TS259,Desoto St - O'Hara St,24 Hr stop and go,DE SOTO ST,Fixed / Ped Actuated,West Oakland,8,4,42003040200,3,4,4,2-14,40.44315486,-79.95988098
161,2124966773,TS26,Blvd of the Allies - Market St,24 Hr stop and go,,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43908631,-80.00363784
162,1818599358,TS260,Dinwiddie St - Fifth Ave,24 Hr stop and go,FIFTH AVE,Fixed,Bluff,6,1,42003010300,3,1,2,2-1,40.43836768,-79.98077836
163,872988999,TS261,Dithridge St - Fifth Ave,24 Hr stop and go,FIFTH AVE,Fixed,North Oakland,8,4,42003982200,3,4,4,2-9,40.44679192,-79.9506046
164,750516954,TS263,East St - Evergreen Rd,00:00 - 06:00,EVERGREEN RD,Fully Actuated,Perry North,1,26,42003260200,1,26,1,1-15,40.48634869,-80.00974827
165,466869787,TS265,East St - North Ave,24 Hr stop and go,EAST ST,Fixed,East Allegheny,1,23,42003563200,1,23,1,1-6,40.45692814,-79.99883116
166,2077005411,TS266,East St - East Ohio St,24 Hr stop and go,EAST OHIO ST,Actuated,East Allegheny,1,23,42003563200,1,23,1,1-6,40.45398082,-79.99786794
167,1775799773,TS267,East St - Tripoli St,24 Hr stop and go,EAST ST,Fixed,East Allegheny,1,23,42003563200,1,23,1,1-6,40.45642642,-79.99866345
168,1586208469,TS269,East Liberty Blvd - Euclid Ave,24 Hr stop and go,E LIBERTY BLVD,Fully Actuated,East Liberty,9,11,42003111300,2,11,5,3-8,40.46671083,-79.92531983
169,804718321,TS27,Blvd of the Allies - Smithfield St,24 Hr stop and go,,Semi Actuated,Central Business District,6,1,42003020100,6,1,2,1-4,40.437786,-80.00018353
170,203299372,TS270,East Liberty Blvd - Hamilton Ave,24 Hr stop and go,E LIBERTY BLVD,Fully Actuated,East Liberty,9,12,42003120800,2,12,5,3-10,40.45986644,-79.91577414
171,830008298,TS271,East Liberty Blvd - Highland Ave,24 Hr stop and go,,Fully Actuated,East Liberty,9,11,42003111500,2,11,5,3-8,40.46594061,-79.922742
172,1272586530,TS272,East Liberty Blvd - Larimer Ave,24 Hr stop and go,E LIBERTY BLVD,Fully Actuated,Larimer,9,12,42003120800,2,12,5,3-10,40.46345409,-79.91740914
173,82517090,TS273,East Liberty Blvd - Negley Ave,00:00 - 06:00,N NEGLEY AVE,Fixed,East Liberty,9,11,42003111300,2,11,5,3-8,40.46773118,-79.92812602
174,1343464850,TS274,Centre Ave - East Liberty Blvd - Negley Run Blvd,24 Hr stop and go,E LIBERTY BLVD,Fully Actuated,East Liberty,9,11,42003111500,2,11,5,3-8,40.46507797,-79.91990734
175,4024980,TS275,East Hills Dr - Eastwood Rd - Frankstown Rd,,,,East Hills,9,13,42003523100,2,13,5,3-17,40.46117001,-79.87025562
176,928670804,TS276,Edgebrook Ave - Saw Mill Run Blvd,01:00 - 05:00,SAW MILL RUN BLVD,Semi Actuated,Carrick,4,32,42003562400,3,32,3,4-18,40.40207568,-80.00066818
177,519788769,TS277,Edmond St - Friendship Ave,23:00 - 06:00,FRIENDSHIP AVE,Fixed / Ped Actuated,Bloomfield,7,8,42003080900,2,8,5,3-6,40.46287139,-79.94781695
178,1902792470,TS278,Edmond St - Liberty Ave,00:00 - 06:00,LIBERTY AVE,Fixed,Bloomfield,7,8,42003080200,2,8,5,3-6,40.4611356,-79.9480691
179,1774002994,TS279,S 18th St - Jane St,24 Hr stop and go,S 18TH ST,Fixed,South Side Flats,3,17,42003170200,3,17,3,4-24,40.42696077,-79.98074393
180,775912801,TS28,Blvd of the Allies - Stanwix St,24 Hr stop and go,,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43960655,-80.00502447
181,729040956,TS280,S 18th St - Mission St - Pius St,24 Hr stop and go,S 18TH ST,Fixed,South Side Slopes,3,17,42003170600,3,17,3,4-3,40.42383496,-79.97769572
182,1936587336,TS281,S 18th St - Sarah St,24 Hr stop and go,S 18TH ST,Fixed,South Side Flats,3,17,42003170200,3,17,3,4-24,40.4278464,-79.98065508
183,913547561,TS282,Grant St - Liberty Ave - 11th St,24 Hr stop and go,GRANT ST,Fixed / Ped Actuated,Central Business District,6,2,42003020100,6,2,2,2-3,40.44413207,-79.99345422
184,102678072,TS283,Penn Ave - 11th St,24 hour stop and go,ELEVENTH ST,Fixed,Central Business District,7,2,42003020100,6,2,2,2-3,40.44494448,-79.99386221
185,1428073226,TS284,Elizabeth St - Second Ave,24 Hr stop and go,SECOND AVE,Fixed,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40709873,-79.94327492
186,2039081875,TS285,Ella St - Liberty Ave,,LIBERTY AVE,Fixed,Bloomfield,7,9,42003080200,2,9,5,3-6,40.46315364,-79.95181482
187,688688248,TS286,Ellsworth Ave -  Morewood Ave,24 Hr stop and go,ELLSWORTH AVE,Fixed,Shadyside,8,7,42003070900,2,7,4,3-22,40.45088412,-79.94305338
188,1283244208,TS287,Ellsworth Ave - Negley Ave,24 Hr stop and go,S NEGLEY AVE,Fixed,Shadyside,8,7,42003070500,2,7,4,3-11,40.45475415,-79.93257125
189,559360352,TS288,Englert St - Saw Mill Run Blvd,01:00 - 05:00,SAW MILL RUN BLVD,Semi Actuated,Overbrook,4,32,42003320700,5,32,3,4-25,40.38796638,-79.99641824
190,1238936023,TS289,Estella Ave - Warrington Ave,00:00 - 07:00,E WARRINGTON AVE,Fixed,Beltzhoover,3,18,42003562400,5,18,3,4-21,40.42102202,-80.00055595
191,1365504850,TS29,Blvd of the Allies - Ward St,24 Hr stop and go,,Fixed,South Oakland,3,4,42003040900,3,4,4,2-11,40.43459492,-79.95459306
192,1787369165,TS290,Evaline St - Penn Ave,24 Hr stop and go,PENN AVE,Semi Actuated,Garfield,7,8,42003101700,2,8,5,3-23,40.4647531,-79.94113839
193,1190277941,TS291,Evergreen Rd - Mcknight Rd,24 Hr stop and go,MCKNIGHT RD,Fully Actuated,Perry North,1,26,42003260200,1,26,1,1-15,40.49305386,-80.01141577
194,1163822607,TS292,Federal St - General Robinson St,24 Hr stop and go,GENERAL ROBINSON ST,Fixed,North Shore,1,22,42003981200,6,22,1,1-7,40.44825382,-80.00425325
195,2030251548,TS293,Federal St - Lacock St,1:00-6:00,FEDERAL ST,Fixed,North Shore,1,22,42003981200,6,22,1,1-20,40.44914478,-80.00452968
196,777251213,TS294,Federal St - North Ave,24 Hr stop and go,NORTH AVE,Fixed,Central Northside,1,22,42003562700,1,22,1,1-21,40.45545733,-80.00663553
197,475738090,TS295,Fifth Ave - Frankstown Ave - Washington Blvd,24 Hr stop and go,FIFTH AVE,Fixed,Homewood West,9,12,42003120700,2,12,5,3-17,40.45868215,-79.90804293
198,750851804,TS296,Fifth Ave - Grant St,24 Hr stop and go,GRANT ST,Fixed,Central Business District,6,2,42003020100,6,2,2,1-4,40.43939234,-79.99678031
199,518147947,TS297,Fifth Ave - Halket St,24 Hr stop and go,FIFTH AVE,Fixed,West Oakland,6,4,42003040200,3,4,4,2-14,40.43913938,-79.96207414
200,1623563026,TS298,Fifth Ave - Hamilton Ave,24 Hr stop and go,FIFTH AVE,Fixed,Homewood West,9,12,42003120700,2,12,5,3-17,40.45728994,-79.90906285
201,947320557,TS299,Fifth Ave - Highland Ave,24 Hr stop and go,FIFTH AVE,Fixed,Squirrel Hill North,8,14,42003140200,3,14,4,2-17,40.45193977,-79.9239745
202,375348238,TS3,Aiken Ave - Ellsworth Ave,24 Hr stop and go,,Fixed,Shadyside,8,7,42003070900,2,7,4,3-22,40.4527532,-79.93672997
203,814034741,TS30,Blvd of the Allies - Wood St,24 Hr stop and go,,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43844503,-80.0019359
204,723932146,TS300,Chatham Sq - Fifth Ave - Washington Pl,24 Hr stop and go,FIFTH AVE,Fixed,Bluff,6,3,42003020100,6,3,2,2-4,40.43881458,-79.99094683
205,723398801,TS301,Fifth Ave - Liberty Ave,24 Hr stop and go,LIBERTY AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44169649,-80.00270302
206,1000188368,TS302,Fifth Ave - Lytton Ave,24 Hr stop and go,FIFTH AVE,Fixed,North Oakland,8,4,42003982200,3,4,4,2-7,40.44501881,-79.95394357
207,496582826,TS303,Fifth Ave - Magee St,00:00 - 06:00,FIFTH AVE,Fixed,Bluff,6,3,42003020100,3,3,2,2-4,40.43869366,-79.98826907
208,168819256,TS304,Fifth Ave - Market St,0:00-6:00,FIFTH AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44139104,-80.00211151
209,336310886,TS305,Fifth Ave - Maryland Ave,24 Hr stop and go,FIFTH AVE,Fixed,Squirrel Hill North,8,14,42003140200,3,14,4,2-17,40.45052191,-79.92751099
210,1087401421,TS306,Fifth Ave - Morewood Ave,24 Hr stop and go,FIFTH AVE,Fixed,Shadyside,8,14,42003140100,2,14,4,2-26,40.44742241,-79.94245562
211,456277966,TS307,Fifth Ave - Negley Ave,24 Hr stop and go,FIFTH AVE,Semi Actuated,Shadyside,8,14,42003070600,3,14,4,2-17,40.44983522,-79.92964943
212,1333689282,TS308,Fifth Ave - Neville St,24 Hr stop and go,FIFTH AVE,Fixed,Shadyside,8,4,42003040400,3,4,4,2-9,40.4470844,-79.94728611
213,1642941472,TS309,Fifth Ave - Penn Ave - Cecil Pl,24 Hr stop and go,PENN AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44249759,-80.0030995
214,1545556265,TS31,Amanda St - Bausman St - Brownsville Rd,24 Hr stop and go,,Semi Actuated,Knoxville,,30,42003481000,5,30,3,4-7,40.41444194,-79.98804176
215,1550114750,TS310,Fifth Ave - Penn Ave,stop and go,,Fully Actuated,Larimer,9,7,42003120800,3,7,4,3-14,40.45404544,-79.91242677
216,2096881856,TS311,Fifth Ave - Pride St,00:00 - 06:00,FIFTH AVE,Fixed,Bluff,6,3,42003010300,3,3,2,2-4,40.43854957,-79.98506002
217,246116498,TS312,Fifth Ave - Shady Ave,24 Hr stop and go,FIFTH AVE,Fixed,Squirrel Hill North,8,14,42003140200,3,14,4,2-17,40.45290175,-79.92071525
218,1408041440,TS313,Fifth Ave - Sixth Ave,24 Hr stop and go,SIXTH AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-4,40.43895496,-79.9946652
219,814400539,TS314,Fifth Ave - Smithfield St,24 Hr stop and go,SMITHFIELD ST,Fixed,Central Business District,6,2,42003020100,6,2,2,1-4,40.44009323,-79.99864955
220,200096614,TS315,Fifth Ave - Tennyson Ave,24 Hr stop and go,FIFTH AVE,Fixed,North Oakland,8,4,42003982200,3,4,4,2-7,40.44558174,-79.95317666
221,451018339,TS316,Fifth Ave - Thackeray Ave,24 Hr stop and go,FIFTH AVE,Fixed,North Oakland,3,4,42003982200,3,4,4,2-7,40.44315955,-79.95657245
222,1971344963,TS318,Fifth Ave - Wilkins Ave,24 Hr stop and go,FIFTH AVE,Fixed,Shadyside,8,14,42003070300,3,14,4,2-26,40.44780036,-79.93729453
223,2004813443,TS319,Fifth Ave - Wood St,24 Hr stop and go,WOOD ST,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.4407478,-80.00039418
224,52473521,TS32,Amberson Ave - Ellsworth Ave,23:00 - 06:00,,Fixed,Shadyside,8,7,42003070900,2,7,4,3-22,40.45132394,-79.94095149
225,1354769511,TS320,First Ave - Grant St,24 Hr stop and go,GRANT ST,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43656338,-79.9987255
226,1410225376,TS323,Flowers Ave - Second Ave,23:00 - 06:00,SECOND AVE,Fixed,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40999713,-79.94408036
227,1652887156,TS324,Forbes Ave - Grant St,24 Hr stop and go,GRANT ST,Fixed,Central Business District,6,2,42003020100,6,2,2,1-4,40.43869788,-79.99726976
228,418307789,TS325,Forbes Ave - Halket St,24 Hr stop and go,FORBES AVE,Fixed,South Oakland,3,4,42003040900,3,4,4,2-14,40.43847268,-79.96124325
229,1938459672,TS326,Forbes Ave - Liberty Ave - Stanwix St,24 Hr stop and go,,Fixed,Central Business District,6,1,42003020100,6,1,2,1-3,40.44126722,-80.00402382
230,428762601,TS327,Forbes Ave - Magee St,00:00 - 06:00,FORBES AVE,Fixed,Bluff,6,1,42003010300,3,1,2,2-4,40.43781917,-79.9883582
231,1846795534,TS328,Forbes Ave - Margaret Morrison St,24 Hr stop and go,FORBES AVE,Fixed,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44267285,-79.93760761
232,1740199771,TS329,Forbes Ave - Mckee Pl,24 Hr stop and go,FORBES AVE,Semi Actuated,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43978811,-79.95943557
233,2115162682,TS33,Amberson Ave - Fifth Ave,24 Hr stop and go,,Fixed,Shadyside,8,14,42003070300,3,14,4,2-26,40.44769411,-79.93884107
234,584750453,TS330,Forbes Ave - Meyran Ave,24 Hr stop and go,FORBES AVE,Fixed,Central Oakland,3,4,42003040500,3,4,4,2-14,40.4405848,-79.9583377
235,305034168,TS331,Forbes Ave - Miltenberger St,00:00 - 06:00,FORBES AVE,Fixed,Bluff,6,1,42003010300,3,1,2,2-1,40.43750782,-79.98143453
236,981294975,TS332,Forbes Ave - Morewood Ave,24 Hr stop and go,FORBES AVE,Semi Actuated,Squirrel Hill North,8,14,42003140100,3,14,4,2-26,40.44465516,-79.94300496
237,2037977315,TS333,Forbes Ave - Murray Ave,24 Hr stop and go,FORBES AVE,Fixed / Ped Actuated,Squirrel Hill North,5,14,42003140300,3,14,4,2-18,40.43806403,-79.92298697
238,280750047,TS334,Forbes Ave - Pride St,00:00 - 06:00,FORBES AVE,Fixed,Bluff,6,1,42003010300,3,1,2,2-4,40.43766567,-79.98514349
239,1620044783,TS335,Forbes Ave - Ross St,24 Hr stop and go,ROSS ST,Fixed,Central Business District,6,2,42003020100,6,2,2,1-4,40.43823557,-79.99605899
240,783037922,TS336,Forbes Ave - Schenley Dr Ext,24 Hr stop and go,FORBES AVE,Semi Actuated,North Oakland,8,4,42003982200,3,4,4,2-8,40.44353772,-79.95212185
241,244153097,TS337,Forbes Ave - Shady Ave,24 Hr stop and go,FORBES AVE,Fixed / Ped Actuated,Squirrel Hill South,5,14,42003140800,3,14,4,2-18,40.43804856,-79.91936228
242,513072102,TS338,Diamond St - Forbes Ave - Sixth Ave,24 Hr stop and go,SIXTH AVE,Fixed,Bluff,6,1,42003020100,6,1,2,1-4,40.4380461,-79.99428817
243,402272722,TS339,Forbes Ave - Smithfield St,24 Hr stop and go,SMITHFIELD ST,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43942114,-79.99909704
244,1009690203,TS34,Anderson St - Canal St - Stockton Ave,24 Hr stop and go,,Fixed / Ped Actuated,Allegheny Center,1,22,42003562700,1,22,1,1-20,40.45078354,-80.00134366
245,2012610053,TS340,Forbes Ave - Stevenson St,00:00 - 06:00,FORBES AVE,Fixed,Bluff,6,1,42003010300,3,1,2,2-4,40.43773946,-79.98653669
246,1761971183,TS341,Forbes Ave - Wightman St,24 Hr stop and go,FORBES AVE,Fixed,Squirrel Hill North,5,14,42003140100,3,14,4,2-8,40.43804723,-79.92771746
247,1560977632,TS342,Forbes Ave - Wood St,24 Hr stop and go,WOOD ST,Fixed,Central Business District,6,2,42003020100,6,2,2,1-4,40.44009704,-80.00082979
248,1400594827,TS343,Fort Duquesne Blvd - 9th St,24 Hr stop and go,FORT DUQUESNE BLVD,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44515286,-79.99899837
249,668200088,TS345,Fort Duquesne Blvd - 7th St,24 Hr stop and go,FORT DUQUESNE BLVD,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44456329,-80.00085706
250,843007644,TS346,Fort Duquesne Blvd - 6th St,24 Hr stop and go,FORT DUQUESNE BLVD,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44409286,-80.00269388
251,901056335,TS347,Fort Duquesne Blvd - Stanwix St,24 Hr stop and go,FORT DUQUESNE BLVD,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44346604,-80.00467863
252,1540656064,TS348,Fort Duquesne Blvd - 10th St,24 hour stop and go,FORT DUQUESNE BLVD,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44644249,-79.99653557
253,281471273,TS349,Fort Duquesne Blvd - 10th St Bypass,24 Hr stop and go,,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44579196,-79.99828418
254,1763708638,TS35,Anderson St - General Robinson St,1:00-6:00,,Fixed,North Shore,1,23,42003563200,6,23,1,1-20,40.44895016,-80.00074422
255,851647010,TS350,Fort Pitt Blvd - Grant St,24 Hr stop and go,,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43614394,-79.99899901
256,2036025722,TS351,Fort Pitt Blvd - Market St,24 Hr stop and go,FORT PITT BLVD,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43803435,-80.00437356
257,531364141,TS352,Fort Pitt Blvd - Smithfield St,24 Hr stop and go,FORT PITT BLVD,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43672777,-80.00089481
258,1329434032,TS353,Fort Pitt Blvd - Stanwix St,24 Hr stop and go,FORT PITT BLVD,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43857088,-80.00578676
259,1653014619,TS354,Fort Pitt Blvd - Wood St,24 Hr stop and go,FORT PITT BLVD,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43741187,-80.00262823
260,1376495411,TS355,Liberty Ave - 40th St,00:00 - 06:00,LIBERTY AVE,Fixed,Bloomfield,7,6,42003060300,2,6,5,3-6,40.46282471,-79.95728779
261,1328315278,TS356,Penn Ave - 40th St,24 Hr stop and go,PENN AVE,Semi Actuated,Central Lawrenceville,7,6,42003090200,2,6,2,3-6,40.46519029,-79.95796426
262,146457270,TS357,Penn Ave - Friendship Ave - 45th St,24 Hr stop and go,PENN AVE,Fixed,Central Lawrenceville,7,9,42003090200,2,9,2,3-6,40.4661503,-79.95230993
263,1478025335,TS358,Penn Ave - 44th St,24 Hr stop and go,PENN AVE,Fixed,Central Lawrenceville,7,9,42003090200,2,9,5,3-6,40.46593909,-79.95356358
264,1301651730,TS359,Forward Ave - Murray Ave - Pocussett St,24 Hr stop and go,,Fully Actuated,Squirrel Hill South,5,14,42003141400,3,14,4,2-21,40.4297459,-79.92348802
265,1572648454,TS36,Anderson St - Lacock St,24 Hr stop and go,ANDERSON ST,Semi Actuated,North Shore,1,23,42003563200,6,23,1,1-20,40.44976229,-80.00101528
266,1652910915,TS360,Forward Ave -  Shady Ave,00:00 - 06:00,FORWARD AVE,Fixed,Squirrel Hill South,5,14,42003141400,3,14,4,2-21,40.42917853,-79.921202
267,892191634,TS361,Forward Ave - Tilbury Ave,00:00 - 06:00,FORWARD AVE,Fixed,Squirrel Hill South,5,14,42003141400,3,14,4,2-21,40.42844905,-79.91851737
268,814711193,TS362,Fourth Ave - Grant St,24 Hr stop and go,GRANT ST,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43805044,-79.99770279
269,223602636,TS364,Fourth Ave - Ross St,19:00-6:00,FOURTH AVE,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43758962,-79.99646379
270,334986552,TS365,Fourth Ave - Smithfield St,00:00 - 06:00,SMITHFIELD ST,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43873285,-79.99954712
271,982280278,TS366,Fourth Ave - Wood St,24 Hr stop and go,WOOD ST,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43938732,-80.00130519
272,1481260664,TS367,Frankstown Ave - Homewood Ave,24 Hr stop and go,FRANKSTOWN AVE,Fixed,Homewood South,9,13,42003130300,2,13,5,3-17,40.45740448,-79.896301
273,1892564004,TS368,Frankstown Ave - Lang Ave,24 Hr stop and go,FRANKSTOWN RD,Fixed,Homewood South,9,13,42003130300,2,13,5,3-17,40.45791392,-79.89853153
274,1048745279,TS369,Frankstown Ave - Lincoln Ave - Lowell St,24 Hr stop and go,FRANKSTOWN AVE,Fixed,Larimer,9,12,42003120800,2,12,5,3-10,40.46043416,-79.91379365
275,1567904674,TS37,Ansley St - Euclid Ave,00:00 - 06:00,,Semi Actuated,East Liberty,9,11,42003111500,2,11,5,3-8,40.4635026,-79.92724348
276,2026511400,TS370,Frankstown Ave - Murtland St,24 Hr stop and go,FRANKSTOWN AVE,Fixed,Homewood South,9,12,42003130300,2,12,5,3-17,40.45849769,-79.9011181
277,1062261996,TS371,Frankstown Ave - Standard Ave,,FRANKSTOWN AVE,Fixed,East Hills,9,13,42003130600,2,13,5,3-17,40.45710168,-79.87768918
278,1178273823,TS372,Frankstown Ave - Woods Ave,00:00 - 06:00,FRANKSTOWN AVE,Fixed,East Hills,9,13,42003523100,2,13,5,3-17,40.45985557,-79.87385867
279,1192650330,TS373,Friendship Ave - Gross St,23:00 - 06:00,FRIENDSHIP AVE,Fixed,Bloomfield,7,8,42003080900,2,8,5,3-6,40.4624565,-79.94448393
280,1666706610,TS374,Friendship Ave - Negley Ave,24 Hr stop and go,S NEGLEY AVE,Fixed,East Liberty,7,8,42003111500,2,8,5,3-23,40.46068636,-79.93240195
281,865247784,TS375,Friendship Ave - Roup Ave,23:00 - 06:00,FRIENDSHIP AVE,Fixed,Friendship,7,8,42003080700,2,8,5,3-23,40.46161677,-79.93506353
282,1546796693,TS376,Friendship Ave - Taylor St,23:00 - 06:00,FRIENDSHIP AVE,Fixed,Bloomfield,7,9,42003090300,2,9,5,3-6,40.46400758,-79.94962949
283,1660030442,TS377,Galveston Ave - North Ave,23:00-6:00,NORTH AVE,Fixed,Central Northside,1,22,42003220600,1,22,1,1-7,40.45355099,-80.01705439
284,207963309,TS378,Galveston Ave - Western Ave,23:00-6:00,WESTERN AVE,Fixed,Allegheny West,1,22,42003562700,1,22,1,1-7,40.45196954,-80.01652856
285,1231569867,TS379,General Robinson St - Sandusky St,24 Hr stop and go,SANDUSKY ST,Fixed,North Shore,1,22,42003563200,6,22,1,1-20,40.4486344,-80.00228057
286,381384950,TS38,Ansonia Pl - Saw Mill Run Blvd,01:00 - 05:00,SAW MILL RUN BLVD,Fixed,Brookline,4,32,42003320600,5,32,6,4-25,40.39449219,-79.99732764
287,2111342855,TS381,Glass Run Rd - Mifflin Rd,24 Hr stop and go,MIFFLIN RD,Fully Actuated,Hays,5,31,42003562900,3,31,4,4-20,40.38980358,-79.93336274
288,2034252664,TS382,Glenwood Ave - Second Ave,23:00 - 06:00,SECOND AVE,Fixed,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40101609,-79.9394151
289,12135633,TS385,Graham St - Penn Ave (OSM),23:00 - 06:00,PENN AVE,Fixed,Garfield,9,8,42003111400,2,8,5,3-23,40.46474199,-79.93511132
290,1828107748,TS386,Grandview Ave - P J Mcardle Rdwy - Merrimac St,24 Hr stop and go,,Fully Actuated,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43535757,-80.01293658
291,1905858304,TS387,Grant St - Seventh Ave,24 Hr stop and go,,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44214583,-79.99498485
292,1423513398,TS388,Grant St - Sixth Ave,24 Hr stop and go,GRANT ST,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44079085,-79.99587902
293,699752046,TS389,Grant St - Third Ave,24 Hr stop and go,GRANT ST,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43752955,-79.99805245
294,690981318,TS39,Antrim St - California Ave,23:00-6:00,CALIFORNIA AVE,Fixed,Brighton Heights,1,27,42003270300,1,27,1,1-14,40.4752685,-80.03957568
295,1403772108,TS390,Bartlett Rd - Greenfield Rd - Panther Hollow Rd,24 Hr stop and go,PANTHER HOLLOW RD,Fully Actuated,Squirrel Hill South,5,14,42003980500,3,14,4,2-21,40.4328561,-79.93652077
296,130989722,TS391,Greenwood St - Morningside Ave,23:00 - 06:00,MORNINGSIDE AVE,Fixed,Morningside,7,10,42003101400,2,10,5,3-7,40.48642738,-79.92726777
297,592917029,TS392,Hamilton Ave - Homewood Ave,24 Hr stop and go,HAMILTON AVE,Fixed,Homewood South,9,13,42003130300,2,13,5,3-17,40.45463615,-79.89752804
298,1941303135,TS394,Hazelwood Ave - Second Ave,24 Hr stop and go,SECOND AVE,Fixed,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41132046,-79.94472643
299,1668255726,TS396,Herron Ave - Liberty Ave,24 Hr stop and go,,Fixed,Lower Lawrenceville,7,6,42003060300,6,6,2,3-2,40.46160079,-79.96721246
300,2020887860,TS397,East Ohio St - 31st St,,EAST OHIO ST,Fully Actuated,Troy Hill,1,24,42003240600,1,24,1,1-1,40.46475297,-79.97965875
301,1467299341,TS399,Highland Ave - Station St,00:00 - 06:00,STATION ST,Semi Actuated,East Liberty,9,11,42003111500,2,11,5,3-8,40.46376818,-79.9238233
302,1684501876,TS4,Aiken Ave - Fifth Ave,24 Hr stop and go,,Fixed,Squirrel Hill North,8,14,42003140200,3,14,4,2-17,40.4484079,-79.93420838
303,605285201,TS40,Arch St - North Ave,23:00-6:00,NORTH AVE,Fixed,Allegheny Center,1,22,42003220600,1,22,1,1-21,40.45509863,-80.00863069
304,1392826003,TS400,Centre Ave - Highland Ave,00:00 - 06:00,CENTRE AVE,Semi Actuated,East Liberty,8,7,42003111500,2,7,4,3-11,40.45996213,-79.92504598
305,1926852084,TS401,Highland Ave - Stanton Ave,24 Hr stop and go,N HIGHLAND AVE,Fixed,Highland Park,9,11,42003110600,2,11,5,3-9,40.46969795,-79.92102809
306,2102768392,TS402,Highland Ave - Walnut St,24 Hr stop and go,S HIGHLAND AVE,Fixed,Shadyside,8,7,42003070600,2,7,4,3-11,40.45416919,-79.92534398
307,2030833239,TS403,Hobart St - Murray Ave,,MURRAY AVE,Fixed,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43373699,-79.9229572
308,1053130876,TS404,Hobart St - Wightman St,01:00 - 06:00,WIGHTMAN ST,Fixed,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43261552,-79.9275637
309,484820394,TS405,Homewood Ave - Kelly St,24 Hr stop and go,N HOMEWOOD AVE,Fixed / Ped Actuated,Homewood South,9,13,42003130300,2,13,5,3-17,40.45553415,-79.89702734
310,867584605,TS406,Homewood Ave - Penn Ave,stop and go,PENN AVE,Fully Actuated,Point Breeze North,9,14,42003140500,3,14,4,3-14,40.44918928,-79.90131904
